"poll_id","pollster_id","pollster","sponsor_ids","sponsors","display_name","pollster_rating_id","pollster_rating_name","numeric_grade","pollscore","methodology","transparency_score","state","start_date","end_date","sponsor_candidate_id","sponsor_candidate","sponsor_candidate_party","endorsed_candidate_id","endorsed_candidate_name","endorsed_candidate_party","question_id","sample_size","population","subpopulation","population_full","tracking","created_at","notes","url","url_article","url_topline","url_crosstab","source","internal","partisan","race_id","cycle","office_type","seat_number","seat_name","election_date","stage","nationwide_batch","ranked_choice_reallocated","ranked_choice_round","hypothetical","party","answer","candidate_id","candidate_name","pct","num_supporters"
88590,568,"YouGov",352,"Economist","YouGov",391,"YouGov",3,-1.1,"Online Panel",9,"National","10/6/24",2024-10-07,NA,NA,NA,NA,NA,NA,212126,1414,"rv",NA,"rv",NA,"10/9/24 09:38",NA,"https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_pw9W1fW.pdf",NA,NA,"https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_pw9W1fW.pdf",NA,NA,NA,8914,2024,"U.S. President",0,NA,"11/5/24","general",FALSE,FALSE,NA,FALSE,"DEM","Harris",16661,"Kamala Harris",47,665
88590,568,"YouGov",352,"Economist","YouGov",391,"YouGov",3,-1.1,"Online Panel",9,"National","10/6/24",2024-10-07,NA,NA,NA,NA,NA,NA,212126,1414,"rv",NA,"rv",NA,"10/9/24 09:38",NA,"https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_pw9W1fW.pdf",NA,NA,"https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_pw9W1fW.pdf",NA,NA,NA,8914,2024,"U.S. President",0,NA,"11/5/24","general",FALSE,FALSE,NA,FALSE,"REP","Trump",16651,"Donald Trump",44,622
88590,568,"YouGov",352,"Economist","YouGov",391,"YouGov",3,-1.1,"Online Panel",9,"National","10/6/24",2024-10-07,NA,NA,NA,NA,NA,NA,212126,1414,"rv",NA,"rv",NA,"10/9/24 09:38",NA,"https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_pw9W1fW.pdf",NA,NA,"https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_pw9W1fW.pdf",NA,NA,NA,8914,2024,"U.S. President",0,NA,"11/5/24","general",FALSE,FALSE,NA,FALSE,"GRE","Stein",31116,"Jill Stein",1,14
88590,568,"YouGov",352,"Economist","YouGov",391,"YouGov",3,-1.1,"Online Panel",9,"National","10/6/24",2024-10-07,NA,NA,NA,NA,NA,NA,212126,1414,"rv",NA,"rv",NA,"10/9/24 09:38",NA,"https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_pw9W1fW.pdf",NA,NA,"https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_pw9W1fW.pdf",NA,NA,NA,8914,2024,"U.S. President",0,NA,"11/5/24","general",FALSE,FALSE,NA,FALSE,"IND","West",31097,"Cornel West",0,0
88590,568,"YouGov",352,"Economist","YouGov",391,"YouGov",3,-1.1,"Online Panel",9,"National","10/6/24",2024-10-07,NA,NA,NA,NA,NA,NA,212127,1230,"lv",NA,"lv",NA,"10/9/24 09:38",NA,"https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_pw9W1fW.pdf",NA,NA,"https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_pw9W1fW.pdf",NA,NA,NA,8914,2024,"U.S. President",0,NA,"11/5/24","general",FALSE,FALSE,NA,FALSE,"DEM","Harris",16661,"Kamala Harris",49,603
88590,568,"YouGov",352,"Economist","YouGov",391,"YouGov",3,-1.1,"Online Panel",9,"National","10/6/24",2024-10-07,NA,NA,NA,NA,NA,NA,212127,1230,"lv",NA,"lv",NA,"10/9/24 09:38",NA,"https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_pw9W1fW.pdf",NA,NA,"https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_pw9W1fW.pdf",NA,NA,NA,8914,2024,"U.S. President",0,NA,"11/5/24","general",FALSE,FALSE,NA,FALSE,"REP","Trump",16651,"Donald Trump",45,554
88590,568,"YouGov",352,"Economist","YouGov",391,"YouGov",3,-1.1,"Online Panel",9,"National","10/6/24",2024-10-07,NA,NA,NA,NA,NA,NA,212127,1230,"lv",NA,"lv",NA,"10/9/24 09:38",NA,"https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_pw9W1fW.pdf",NA,NA,"https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_pw9W1fW.pdf",NA,NA,NA,8914,2024,"U.S. President",0,NA,"11/5/24","general",FALSE,FALSE,NA,FALSE,"GRE","Stein",31116,"Jill Stein",1,12
88590,568,"YouGov",352,"Economist","YouGov",391,"YouGov",3,-1.1,"Online Panel",9,"National","10/6/24",2024-10-07,NA,NA,NA,NA,NA,NA,212127,1230,"lv",NA,"lv",NA,"10/9/24 09:38",NA,"https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_pw9W1fW.pdf",NA,NA,"https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_pw9W1fW.pdf",NA,NA,NA,8914,2024,"U.S. President",0,NA,"11/5/24","general",FALSE,FALSE,NA,FALSE,"IND","West",31097,"Cornel West",0,0
88558,241,"Ipsos",71,"Reuters","Ipsos",154,"Ipsos",2.8,-0.9,"Probability Panel",9.5,"National","10/4/24",2024-10-07,NA,NA,NA,NA,NA,NA,211853,1272,"a",NA,"a",NA,"10/8/24 09:11",NA,"https://www.reuters.com/world/us/harris-lead-over-trump-narrows-46-vs-43-reutersipsos-poll-finds-2024-10-08/","https://www.reuters.com/world/us/harris-lead-over-trump-narrows-46-vs-43-reutersipsos-poll-finds-2024-10-08/","https://www.ipsos.com/sites/default/files/ct/news/documents/2024-10/Reuters%20Ipsos%20October%20Election%20Survey%20Topline%2010%208%202024.pdf",NA,NA,NA,NA,8914,2024,"U.S. President",0,NA,"11/5/24","general",FALSE,FALSE,NA,FALSE,"DEM","Harris",16661,"Kamala Harris",42,534
88558,241,"Ipsos",71,"Reuters","Ipsos",154,"Ipsos",2.8,-0.9,"Probability Panel",9.5,"National","10/4/24",2024-10-07,NA,NA,NA,NA,NA,NA,211853,1272,"a",NA,"a",NA,"10/8/24 09:11",NA,"https://www.reuters.com/world/us/harris-lead-over-trump-narrows-46-vs-43-reutersipsos-poll-finds-2024-10-08/","https://www.reuters.com/world/us/harris-lead-over-trump-narrows-46-vs-43-reutersipsos-poll-finds-2024-10-08/","https://www.ipsos.com/sites/default/files/ct/news/documents/2024-10/Reuters%20Ipsos%20October%20Election%20Survey%20Topline%2010%208%202024.pdf",NA,NA,NA,NA,8914,2024,"U.S. President",0,NA,"11/5/24","general",FALSE,FALSE,NA,FALSE,"REP","Trump",16651,"Donald Trump",38,483
88558,241,"Ipsos",71,"Reuters","Ipsos",154,"Ipsos",2.8,-0.9,"Probability Panel",9.5,"National","10/4/24",2024-10-07,NA,NA,NA,NA,NA,NA,211854,1076,"rv",NA,"rv",NA,"10/8/24 09:11",NA,"https://www.reuters.com/world/us/harris-lead-over-trump-narrows-46-vs-43-reutersipsos-poll-finds-2024-10-08/","https://www.reuters.com/world/us/harris-lead-over-trump-narrows-46-vs-43-reutersipsos-poll-finds-2024-10-08/","https://www.ipsos.com/sites/default/files/ct/news/documents/2024-10/Reuters%20Ipsos%20October%20Election%20Survey%20Topline%2010%208%202024.pdf",NA,NA,NA,NA,8914,2024,"U.S. President",0,NA,"11/5/24","general",FALSE,FALSE,NA,FALSE,"DEM","Harris",16661,"Kamala Harris",46,495
88558,241,"Ipsos",71,"Reuters","Ipsos",154,"Ipsos",2.8,-0.9,"Probability Panel",9.5,"National","10/4/24",2024-10-07,NA,NA,NA,NA,NA,NA,211854,1076,"rv",NA,"rv",NA,"10/8/24 09:11",NA,"https://www.reuters.com/world/us/harris-lead-over-trump-narrows-46-vs-43-reutersipsos-poll-finds-2024-10-08/","https://www.reuters.com/world/us/harris-lead-over-trump-narrows-46-vs-43-reutersipsos-poll-finds-2024-10-08/","https://www.ipsos.com/sites/default/files/ct/news/documents/2024-10/Reuters%20Ipsos%20October%20Election%20Survey%20Topline%2010%208%202024.pdf",NA,NA,NA,NA,8914,2024,"U.S. President",0,NA,"11/5/24","general",FALSE,FALSE,NA,FALSE,"REP","Trump",16651,"Donald Trump",43,463
88558,241,"Ipsos",71,"Reuters","Ipsos",154,"Ipsos",2.8,-0.9,"Probability Panel",9.5,"National","10/4/24",2024-10-07,NA,NA,NA,NA,NA,NA,211855,1076,"lv",NA,"lv",NA,"10/8/24 09:11",NA,"https://www.reuters.com/world/us/harris-lead-over-trump-narrows-46-vs-43-reutersipsos-poll-finds-2024-10-08/","https://www.reuters.com/world/us/harris-lead-over-trump-narrows-46-vs-43-reutersipsos-poll-finds-2024-10-08/","https://www.ipsos.com/sites/default/files/ct/news/documents/2024-10/Reuters%20Ipsos%20October%20Election%20Survey%20Topline%2010%208%202024.pdf",NA,NA,NA,NA,8914,2024,"U.S. President",0,NA,"11/5/24","general",FALSE,FALSE,NA,FALSE,"DEM","Harris",16661,"Kamala Harris",47,506
88558,241,"Ipsos",71,"Reuters","Ipsos",154,"Ipsos",2.8,-0.9,"Probability Panel",9.5,"National","10/4/24",2024-10-07,NA,NA,NA,NA,NA,NA,211855,1076,"lv",NA,"lv",NA,"10/8/24 09:11",NA,"https://www.reuters.com/world/us/harris-lead-over-trump-narrows-46-vs-43-reutersipsos-poll-finds-2024-10-08/","https://www.reuters.com/world/us/harris-lead-over-trump-narrows-46-vs-43-reutersipsos-poll-finds-2024-10-08/","https://www.ipsos.com/sites/default/files/ct/news/documents/2024-10/Reuters%20Ipsos%20October%20Election%20Survey%20Topline%2010%208%202024.pdf",NA,NA,NA,NA,8914,2024,"U.S. President",0,NA,"11/5/24","general",FALSE,FALSE,NA,FALSE,"REP","Trump",16651,"Donald Trump",45,484
88558,241,"Ipsos",71,"Reuters","Ipsos",154,"Ipsos",2.8,-0.9,"Probability Panel",9.5,"National","10/4/24",2024-10-07,NA,NA,NA,NA,NA,NA,211856,1272,"a",NA,"a",NA,"10/8/24 09:11",NA,"https://www.reuters.com/world/us/harris-lead-over-trump-narrows-46-vs-43-reutersipsos-poll-finds-2024-10-08/","https://www.reuters.com/world/us/harris-lead-over-trump-narrows-46-vs-43-reutersipsos-poll-finds-2024-10-08/","https://www.ipsos.com/sites/default/files/ct/news/documents/2024-10/Reuters%20Ipsos%20October%20Election%20Survey%20Topline%2010%208%202024.pdf",NA,NA,NA,NA,8914,2024,"U.S. President",0,NA,"11/5/24","general",FALSE,FALSE,NA,FALSE,"DEM","Harris",16661,"Kamala Harris",48,611
